DateTime,Action,Source IP,Destination IP,Protocol,Port,Rule
2024-01-03 18:29:00,Allowed,244.194.91.254,93.110.179.189,TCP,44199,FTP Allow
2024-01-03 18:30:00,Allowed,93.165.12.222,186.140.118.137,ICMP,661,DNS Allow
2024-01-03 18:31:00,Allowed,181.4.9.216,75.177.97.15,HTTP,1760,ICMP Deny
2024-01-03 18:32:00,Blocked,124.119.103.201,98.118.126.7,ICMP,7479,DNS Allow
2024-01-03 18:33:00,Allowed,21.53.85.4,168.47.35.176,HTTPS,1190,HTTPS Allow
2024-01-03 18:34:00,Blocked,9.105.179.198,121.9.249.24,HTTP,61559,ICMP Deny
2024-01-03 18:35:00,Allowed,177.102.81.249,173.64.48.250,UDP,39529,HTTP Deny
2024-01-03 18:36:00,Allowed,200.251.204.155,90.41.26.221,TCP,65336,FTP Allow
2024-01-03 18:37:00,Allowed,28.194.186.48,109.133.173.225,ICMP,22923,DNS Allow
2024-01-03 18:38:00,Allowed,39.220.20.74,170.77.214.140,ICMP,38946,FTP Allow
2024-01-03 18:39:00,Allowed,143.124.5.85,208.15.58.111,ICMP,36441,FTP Allow
2024-01-03 18:40:00,Blocked,155.82.238.75,93.116.128.100,TCP,13689,HTTPS Allow
2024-01-03 18:41:00,Allowed,27.38.97.165,53.109.11.248,ICMP,62053,HTTPS Allow
2024-01-03 18:42:00,Blocked,127.253.181.6,38.241.140.224,UDP,62619,HTTP Deny
2024-01-03 18:43:00,Allowed,146.238.62.53,197.112.207.145,HTTP,46108,FTP Allow
2024-01-03 18:44:00,Blocked,3.216.60.162,192.204.148.230,TCP,9952,HTTPS Allow
2024-01-03 18:45:00,Allowed,157.50.167.212,40.45.150.60,UDP,34936,HTTPS Allow
2024-01-03 18:46:00,Blocked,93.8.176.249,220.135.134.112,UDP,24474,ICMP Deny
2024-01-03 18:47:00,Blocked,1.60.79.172,206.169.115.54,HTTPS,16938,HTTP Deny
2024-01-03 18:48:00,Allowed,168.101.220.8,172.71.226.94,UDP,3463,HTTP Deny
2024-01-03 18:49:00,Allowed,163.22.51.78,115.240.101.63,HTTP,3205,DNS Allow
2024-01-03 18:50:00,Blocked,245.218.145.166,112.191.190.59,TCP,46721,HTTPS Allow
2024-01-03 18:51:00,Allowed,32.124.132.91,247.188.189.101,HTTPS,49344,FTP Allow
2024-01-03 18:52:00,Allowed,221.123.47.222,59.112.42.202,TCP,35444,FTP Allow
2024-01-03 18:53:00,Allowed,36.228.99.37,193.214.169.176,TCP,62287,DNS Allow
2024-01-03 18:54:00,Blocked,81.133.53.254,151.192.104.244,UDP,16793,HTTP Deny
2024-01-03 18:55:00,Blocked,192.253.114.142,33.175.253.25,UDP,21283,HTTP Deny
2024-01-03 18:56:00,Allowed,48.195.180.253,193.126.198.107,TCP,63040,FTP Allow
2024-01-03 18:57:00,Allowed,241.255.113.148,213.13.93.148,UDP,54442,ICMP Deny
2024-01-03 18:58:00,Allowed,191.65.225.116,147.179.210.251,ICMP,61820,ICMP Deny
2024-01-03 18:59:00,Blocked,4.250.96.114,3.199.202.120,HTTP,24273,ICMP Deny
2024-01-03 19:00:00,Allowed,127.207.183.222,17.158.234.62,HTTPS,19492,FTP Allow
2024-01-03 19:01:00,Blocked,86.234.109.28,71.249.14.99,UDP,12296,HTTPS Allow
2024-01-03 19:02:00,Blocked,98.127.113.29,167.20.187.78,ICMP,20219,HTTPS Allow
2024-01-03 19:03:00,Allowed,253.131.88.199,228.56.164.196,HTTPS,41108,HTTPS Allow
2024-01-03 19:04:00,Allowed,53.227.241.3,6.209.189.176,TCP,48760,HTTPS Allow
2024-01-03 19:05:00,Allowed,106.79.121.81,87.87.252.232,HTTPS,47669,FTP Allow
2024-01-03 19:06:00,Allowed,24.187.64.78,238.109.107.93,ICMP,64871,HTTPS Allow
2024-01-03 19:07:00,Allowed,187.7.210.160,151.97.93.69,ICMP,22688,FTP Allow
2024-01-03 19:08:00,Allowed,185.8.29.99,80.134.148.83,HTTP,9301,HTTP Deny
2024-01-03 19:09:00,Blocked,108.85.79.241,220.6.232.2,HTTP,6260,FTP Allow
2024-01-03 19:10:00,Blocked,53.95.94.223,43.206.172.155,TCP,48155,HTTP Deny
2024-01-03 19:11:00,Allowed,143.192.238.9,223.201.72.63,HTTP,30645,ICMP Deny
2024-01-03 19:12:00,Blocked,39.62.228.153,73.56.20.126,HTTPS,8071,ICMP Deny
2024-01-03 19:13:00,Blocked,3.46.180.75,248.56.56.56,HTTPS,36934,FTP Allow
2024-01-03 19:14:00,Blocked,241.233.18.185,249.148.122.3,ICMP,46053,HTTP Deny
2024-01-03 19:15:00,Allowed,228.150.98.154,114.173.40.160,HTTP,24419,FTP Allow
2024-01-03 19:16:00,Blocked,194.97.215.158,251.129.60.85,ICMP,14389,FTP Allow
2024-01-03 19:17:00,Allowed,11.37.208.48,75.141.85.163,HTTP,54412,HTTPS Allow
2024-01-03 19:18:00,Blocked,191.101.164.42,229.13.112.87,UDP,55764,FTP Allow
2024-01-03 19:19:00,Blocked,242.176.221.33,60.42.21.76,ICMP,61625,FTP Allow
2024-01-03 19:20:00,Allowed,119.94.31.50,19.94.166.24,ICMP,54738,HTTP Deny
2024-01-03 19:21:00,Allowed,220.110.203.138,16.214.1.1,HTTPS,50927,HTTPS Allow
2024-01-03 19:22:00,Allowed,225.231.219.177,95.231.252.21,ICMP,132,HTTPS Allow
2024-01-03 19:23:00,Allowed,234.49.76.249,167.235.218.100,TCP,27848,HTTPS Allow
2024-01-03 19:24:00,Allowed,66.128.102.199,1.53.118.14,TCP,54671,FTP Allow
2024-01-03 19:25:00,Blocked,200.176.201.94,93.113.40.243,ICMP,12554,FTP Allow
2024-01-03 19:26:00,Allowed,171.241.51.72,255.165.38.70,HTTPS,38934,HTTPS Allow
2024-01-03 19:27:00,Blocked,68.23.6.175,0.217.36.98,HTTPS,20391,DNS Allow
2024-01-03 19:28:00,Allowed,237.19.85.98,29.100.30.155,ICMP,43676,ICMP Deny
2024-01-03 19:29:00,Allowed,83.183.214.76,34.233.97.138,ICMP,16066,DNS Allow
2024-01-03 19:30:00,Allowed,153.25.80.55,5.102.15.43,UDP,54378,ICMP Deny
2024-01-03 19:31:00,Blocked,13.189.191.140,25.127.179.204,TCP,60937,HTTPS Allow
2024-01-03 19:32:00,Blocked,222.191.164.169,154.40.126.66,HTTP,49123,DNS Allow
2024-01-03 19:33:00,Allowed,151.124.1.65,66.223.59.138,HTTPS,60523,DNS Allow
2024-01-03 19:34:00,Allowed,189.147.56.182,216.168.44.178,ICMP,29077,DNS Allow
2024-01-03 19:35:00,Blocked,57.248.16.78,182.8.34.91,TCP,34590,DNS Allow
2024-01-03 19:36:00,Blocked,105.115.234.117,32.160.114.85,UDP,61448,DNS Allow
2024-01-03 19:37:00,Allowed,50.50.3.9,148.241.10.37,HTTP,48501,FTP Allow
2024-01-03 19:38:00,Blocked,154.56.61.19,100.152.143.59,ICMP,42511,ICMP Deny
2024-01-03 19:39:00,Allowed,200.141.143.156,148.56.127.154,ICMP,23917,HTTP Deny
2024-01-03 19:40:00,Blocked,139.222.247.237,78.183.78.100,HTTPS,54481,FTP Allow
2024-01-03 19:41:00,Allowed,34.26.199.237,159.115.11.103,HTTPS,41619,HTTP Deny
2024-01-03 19:42:00,Allowed,82.233.67.194,106.13.14.168,HTTPS,20194,FTP Allow
2024-01-03 19:43:00,Blocked,185.37.60.91,147.71.249.50,UDP,39563,DNS Allow
2024-01-03 19:44:00,Blocked,189.27.37.50,54.54.205.31,ICMP,30755,HTTPS Allow
2024-01-03 19:45:00,Blocked,79.199.246.225,87.2.39.13,TCP,9947,HTTP Deny
2024-01-03 19:46:00,Allowed,143.18.153.148,176.130.198.33,HTTPS,25149,HTTP Deny
2024-01-03 19:47:00,Allowed,103.167.165.187,15.79.32.50,TCP,24335,FTP Allow
2024-01-03 19:48:00,Blocked,31.164.254.195,218.190.21.116,HTTP,21243,DNS Allow
2024-01-03 19:49:00,Blocked,220.107.190.204,244.48.119.205,HTTPS,50451,FTP Allow
2024-01-03 19:50:00,Blocked,53.125.194.71,71.167.82.211,UDP,4909,DNS Allow
2024-01-03 19:51:00,Blocked,104.233.51.245,80.100.210.238,UDP,18482,FTP Allow
2024-01-03 19:52:00,Allowed,101.214.23.157,28.123.227.28,UDP,12140,FTP Allow
2024-01-03 19:53:00,Allowed,84.154.111.113,216.99.144.130,HTTPS,55469,FTP Allow
2024-01-03 19:54:00,Blocked,38.187.22.160,134.187.208.168,HTTP,49743,HTTPS Allow
2024-01-03 19:55:00,Allowed,138.81.113.230,173.229.231.226,HTTP,21911,ICMP Deny
2024-01-03 19:56:00,Allowed,168.125.39.37,9.121.187.65,HTTPS,2681,FTP Allow
2024-01-03 19:57:00,Blocked,199.98.211.60,151.153.104.151,HTTPS,43620,ICMP Deny
2024-01-03 19:58:00,Allowed,113.90.115.238,164.39.170.34,HTTPS,62471,HTTPS Allow
2024-01-03 19:59:00,Blocked,137.185.46.49,60.124.50.243,ICMP,60360,HTTP Deny
2024-01-03 20:00:00,Blocked,216.167.80.141,215.16.4.237,ICMP,62089,HTTP Deny
2024-01-03 20:01:00,Blocked,214.70.88.9,65.169.239.136,ICMP,64568,HTTPS Allow
2024-01-03 20:02:00,Allowed,28.194.9.70,92.90.9.95,HTTPS,44135,DNS Allow
2024-01-03 20:03:00,Allowed,158.112.65.183,243.136.105.77,ICMP,197,FTP Allow
2024-01-03 20:04:00,Blocked,246.44.211.47,46.0.250.245,HTTP,32619,HTTPS Allow
2024-01-03 20:05:00,Allowed,166.75.234.92,203.128.26.66,HTTPS,6950,FTP Allow
2024-01-03 20:06:00,Blocked,66.91.249.58,160.97.78.220,UDP,39514,HTTP Deny
2024-01-03 20:07:00,Allowed,48.242.42.188,245.239.223.135,UDP,32463,FTP Allow
2024-01-03 20:08:00,Blocked,236.250.94.51,189.91.144.218,HTTPS,8914,DNS Allow
2024-01-03 20:09:00,Blocked,40.238.66.175,100.198.22.33,ICMP,46028,HTTP Deny
2024-01-03 20:10:00,Blocked,159.103.244.220,42.197.216.247,HTTPS,32760,ICMP Deny
2024-01-03 20:11:00,Allowed,133.7.95.109,30.111.15.125,UDP,31579,FTP Allow
2024-01-03 20:12:00,Blocked,247.252.207.177,205.186.106.80,HTTP,64065,HTTPS Allow
2024-01-03 20:13:00,Allowed,220.75.232.167,230.3.87.67,HTTPS,13273,FTP Allow
2024-01-03 20:14:00,Allowed,212.10.22.98,170.184.247.124,UDP,31199,ICMP Deny
2024-01-03 20:15:00,Allowed,148.171.52.216,108.181.187.168,HTTP,8762,HTTP Deny
2024-01-03 20:16:00,Blocked,133.0.126.53,89.115.253.170,ICMP,12607,HTTPS Allow
2024-01-03 20:17:00,Allowed,216.123.174.226,29.74.189.227,HTTPS,48056,FTP Allow
2024-01-03 20:18:00,Allowed,248.19.172.6,41.201.35.182,UDP,35763,FTP Allow
2024-01-03 20:19:00,Allowed,57.65.158.207,180.212.118.100,UDP,14976,FTP Allow
2024-01-03 20:20:00,Blocked,201.112.146.0,20.9.59.9,TCP,50016,HTTPS Allow
2024-01-03 20:21:00,Blocked,240.207.33.239,92.235.44.182,HTTP,23690,ICMP Deny
2024-01-03 20:22:00,Blocked,241.47.110.208,232.93.79.100,ICMP,59998,HTTP Deny
2024-01-03 20:23:00,Blocked,193.10.222.230,215.57.248.102,ICMP,46594,DNS Allow
2024-01-03 20:24:00,Allowed,241.213.222.8,153.109.250.70,HTTPS,50481,FTP Allow
2024-01-03 20:25:00,Blocked,210.94.12.51,6.0.187.193,ICMP,39113,DNS Allow
2024-01-03 20:26:00,Allowed,223.91.105.116,161.34.186.227,ICMP,7439,ICMP Deny
2024-01-03 20:27:00,Blocked,204.222.173.77,4.204.130.166,HTTPS,45865,DNS Allow
2024-01-03 20:28:00,Blocked,159.235.102.57,139.45.171.52,UDP,52347,FTP Allow
2024-01-03 20:29:00,Blocked,37.43.91.209,95.254.73.18,TCP,126,HTTP Deny
2024-01-03 20:30:00,Allowed,89.94.253.128,160.160.131.12,HTTP,4004,DNS Allow
2024-01-03 20:31:00,Allowed,22.179.63.60,184.167.125.156,UDP,36186,HTTP Deny
2024-01-03 20:32:00,Blocked,196.102.170.224,170.192.108.123,HTTPS,27148,HTTPS Allow
2024-01-03 20:33:00,Allowed,57.66.96.64,131.67.179.120,TCP,40352,HTTP Deny
2024-01-03 20:34:00,Blocked,95.68.78.139,91.101.189.139,UDP,11652,DNS Allow
2024-01-03 20:35:00,Blocked,235.212.50.58,3.30.225.94,HTTPS,55595,HTTPS Allow
2024-01-03 20:36:00,Allowed,41.160.161.165,90.137.222.70,HTTPS,61810,HTTP Deny
2024-01-03 20:37:00,Blocked,112.137.149.175,123.235.255.168,HTTP,17640,HTTPS Allow
2024-01-03 20:38:00,Blocked,104.30.191.20,130.113.190.79,UDP,5132,HTTPS Allow
2024-01-03 20:39:00,Allowed,195.10.231.13,183.67.157.79,HTTPS,45664,HTTP Deny
2024-01-03 20:40:00,Allowed,198.248.72.48,230.133.131.121,HTTP,53425,ICMP Deny
2024-01-03 20:41:00,Allowed,234.119.219.192,106.42.25.154,TCP,56682,HTTP Deny
2024-01-03 20:42:00,Allowed,61.104.107.125,211.215.223.210,ICMP,51680,FTP Allow
2024-01-03 20:43:00,Blocked,11.244.193.117,48.245.211.233,TCP,22354,FTP Allow
2024-01-03 20:44:00,Allowed,131.88.92.179,23.155.226.187,HTTPS,21069,FTP Allow
2024-01-03 20:45:00,Blocked,111.78.136.61,129.93.53.210,ICMP,44199,ICMP Deny
2024-01-03 20:46:00,Blocked,156.253.122.194,91.139.30.207,ICMP,13095,DNS Allow
2024-01-03 20:47:00,Blocked,121.149.73.230,46.12.30.21,ICMP,57308,HTTP Deny
2024-01-03 20:48:00,Allowed,158.160.109.243,85.153.85.17,HTTPS,61002,DNS Allow
2024-01-03 20:49:00,Allowed,100.146.187.140,73.226.113.92,UDP,53978,DNS Allow
2024-01-03 20:50:00,Blocked,203.119.54.96,11.85.115.62,ICMP,892,HTTPS Allow
2024-01-03 20:51:00,Blocked,246.115.72.212,188.21.231.4,ICMP,19646,ICMP Deny
2024-01-03 20:52:00,Blocked,62.47.5.237,102.171.99.184,HTTP,62999,FTP Allow
2024-01-03 20:53:00,Allowed,168.16.105.69,33.220.142.181,UDP,3941,HTTPS Allow
2024-01-03 20:54:00,Blocked,137.105.229.71,233.56.97.118,HTTP,9439,HTTPS Allow
2024-01-03 20:55:00,Allowed,50.246.46.161,247.123.179.100,ICMP,60256,HTTPS Allow
2024-01-03 20:56:00,Allowed,34.118.125.189,110.117.208.48,TCP,46152,HTTPS Allow
2024-01-03 20:57:00,Allowed,106.211.67.98,127.154.210.61,HTTP,8540,HTTP Deny
2024-01-03 20:58:00,Blocked,50.87.154.55,49.245.151.7,ICMP,48079,FTP Allow
2024-01-03 20:59:00,Allowed,30.136.73.248,0.171.185.245,HTTP,42702,ICMP Deny
2024-01-03 21:00:00,Blocked,111.169.183.144,108.117.210.83,HTTPS,61142,ICMP Deny
2024-01-03 21:01:00,Blocked,214.162.31.146,214.239.157.155,HTTPS,5242,FTP Allow
2024-01-03 21:02:00,Allowed,15.185.100.3,230.11.196.172,TCP,12660,FTP Allow
2024-01-03 21:03:00,Blocked,52.137.4.214,51.229.229.240,TCP,32064,FTP Allow
2024-01-03 21:04:00,Allowed,191.148.130.77,252.185.93.65,HTTP,40546,ICMP Deny
2024-01-03 21:05:00,Blocked,30.183.79.134,6.50.46.234,HTTP,25886,ICMP Deny
2024-01-03 21:06:00,Blocked,111.213.15.232,233.89.76.222,HTTPS,55425,HTTPS Allow
2024-01-03 21:07:00,Blocked,121.153.174.56,17.108.85.12,HTTPS,6986,HTTP Deny
2024-01-03 21:08:00,Allowed,87.1.34.141,247.140.247.219,TCP,42209,HTTP Deny
2024-01-03 21:09:00,Allowed,198.17.10.6,145.221.157.99,HTTP,43726,HTTP Deny
2024-01-03 21:10:00,Allowed,171.27.50.155,212.25.80.185,HTTPS,17324,FTP Allow
2024-01-03 21:11:00,Allowed,124.70.52.102,238.239.1.89,TCP,4535,HTTP Deny
2024-01-03 21:12:00,Blocked,10.193.100.67,232.130.251.218,HTTPS,37168,HTTP Deny
2024-01-03 21:13:00,Blocked,241.53.218.96,245.23.115.236,UDP,22225,FTP Allow
2024-01-03 21:14:00,Allowed,193.169.243.169,85.241.165.25,TCP,19104,HTTP Deny
2024-01-03 21:15:00,Allowed,60.88.195.101,173.157.166.78,HTTP,34257,DNS Allow
2024-01-03 21:16:00,Allowed,99.25.124.210,137.99.76.138,HTTP,36475,DNS Allow
2024-01-03 21:17:00,Blocked,116.18.190.63,166.144.95.39,ICMP,17941,ICMP Deny
2024-01-03 21:18:00,Allowed,115.177.94.219,205.232.132.188,TCP,38324,HTTP Deny
2024-01-03 21:19:00,Blocked,234.179.221.241,100.201.23.214,HTTP,40151,ICMP Deny
2024-01-03 21:20:00,Blocked,116.106.128.42,86.34.200.123,HTTPS,39665,HTTPS Allow
2024-01-03 21:21:00,Blocked,118.8.159.189,92.154.94.185,HTTPS,56590,HTTP Deny
2024-01-03 21:22:00,Blocked,95.142.220.192,188.89.228.161,HTTPS,58848,ICMP Deny
2024-01-03 21:23:00,Allowed,200.209.216.0,24.100.56.237,UDP,252,ICMP Deny
2024-01-03 21:24:00,Allowed,51.105.142.143,249.129.204.84,TCP,40077,FTP Allow
2024-01-03 21:25:00,Blocked,123.141.137.252,70.10.232.170,UDP,17104,FTP Allow
2024-01-03 21:26:00,Blocked,85.175.90.130,248.59.93.206,HTTPS,45062,FTP Allow
2024-01-03 21:27:00,Blocked,231.57.156.92,250.47.215.81,UDP,53714,FTP Allow
2024-01-03 21:28:00,Allowed,233.134.217.29,123.82.20.103,HTTPS,57228,HTTPS Allow
2024-01-03 21:29:00,Allowed,146.103.252.52,112.85.197.192,TCP,60970,DNS Allow
2024-01-03 21:30:00,Allowed,23.129.146.30,50.148.186.123,HTTPS,18859,HTTPS Allow
2024-01-03 21:31:00,Allowed,110.5.191.155,31.205.247.252,HTTPS,5202,ICMP Deny
2024-01-03 21:32:00,Allowed,253.147.38.255,223.90.43.22,HTTP,54859,DNS Allow
2024-01-03 21:33:00,Allowed,5.57.245.171,134.101.75.95,ICMP,8563,HTTPS Allow
2024-01-03 21:34:00,Allowed,37.182.62.79,157.50.129.108,HTTPS,55221,HTTPS Allow
2024-01-03 21:35:00,Blocked,3.192.217.201,155.49.106.12,UDP,31887,HTTPS Allow
2024-01-03 21:36:00,Blocked,204.234.56.70,176.251.191.134,ICMP,39450,HTTPS Allow
2024-01-03 21:37:00,Blocked,89.160.240.211,11.102.150.236,ICMP,50236,ICMP Deny
2024-01-03 21:38:00,Allowed,223.38.79.56,220.140.64.39,HTTPS,50635,HTTP Deny
2024-01-03 21:39:00,Allowed,247.204.120.18,163.64.250.105,HTTPS,18206,HTTPS Allow
2024-01-03 21:40:00,Blocked,90.110.81.44,17.160.52.237,ICMP,39205,DNS Allow
2024-01-03 21:41:00,Allowed,121.227.202.108,10.14.7.70,HTTP,22843,ICMP Deny
2024-01-03 21:42:00,Allowed,87.48.196.207,107.217.81.157,HTTPS,233,ICMP Deny
2024-01-03 21:43:00,Allowed,104.36.250.233,217.69.192.208,UDP,42674,DNS Allow
2024-01-03 21:44:00,Allowed,120.214.227.200,140.240.10.213,UDP,23670,HTTPS Allow
2024-01-03 21:45:00,Allowed,71.229.146.62,54.157.33.123,TCP,58667,HTTP Deny
2024-01-03 21:46:00,Blocked,211.20.149.99,79.253.122.20,UDP,59876,HTTP Deny
2024-01-03 21:47:00,Blocked,181.206.21.191,181.68.199.73,HTTPS,23156,HTTP Deny
2024-01-03 21:48:00,Blocked,248.90.216.190,4.160.29.198,TCP,59287,HTTP Deny
2024-01-03 21:49:00,Blocked,156.10.38.42,41.134.83.64,TCP,2082,FTP Allow
2024-01-03 21:50:00,Allowed,184.10.109.205,58.216.185.182,TCP,17013,ICMP Deny
2024-01-03 21:51:00,Blocked,71.234.235.31,30.196.15.222,HTTP,5113,ICMP Deny
2024-01-03 21:52:00,Allowed,134.160.8.175,206.220.249.74,UDP,9748,HTTPS Allow
2024-01-03 21:53:00,Allowed,160.33.177.245,67.226.125.16,UDP,1203,HTTP Deny
2024-01-03 21:54:00,Blocked,212.15.47.188,24.2.121.160,HTTP,20479,HTTP Deny
2024-01-03 21:55:00,Allowed,129.213.250.241,90.80.192.61,HTTPS,19039,HTTP Deny
2024-01-03 21:56:00,Allowed,128.235.173.58,187.231.191.240,HTTP,1970,ICMP Deny
2024-01-03 21:57:00,Blocked,38.120.111.59,249.225.224.17,TCP,18847,FTP Allow
2024-01-03 21:58:00,Allowed,102.141.35.68,104.138.121.229,HTTPS,22512,HTTPS Allow
2024-01-03 21:59:00,Allowed,80.98.184.193,237.73.149.227,UDP,52629,DNS Allow
2024-01-03 22:00:00,Allowed,119.83.150.115,112.105.166.132,UDP,44712,FTP Allow
2024-01-03 22:01:00,Allowed,0.102.213.20,108.96.219.78,UDP,23753,FTP Allow
2024-01-03 22:02:00,Blocked,148.239.94.122,60.194.18.104,ICMP,19179,DNS Allow
2024-01-03 22:03:00,Allowed,166.31.4.97,70.165.71.191,UDP,13545,HTTPS Allow
2024-01-03 22:04:00,Blocked,132.17.140.55,102.16.82.60,HTTPS,26673,HTTPS Allow
2024-01-03 22:05:00,Blocked,189.54.202.69,8.196.33.140,HTTPS,63055,DNS Allow
2024-01-03 22:06:00,Allowed,98.62.44.198,20.177.144.186,TCP,28904,HTTPS Allow
2024-01-03 22:07:00,Blocked,74.198.185.221,67.163.209.27,HTTPS,17200,ICMP Deny
2024-01-03 22:08:00,Allowed,255.201.181.141,10.218.113.30,HTTP,13489,FTP Allow
2024-01-03 22:09:00,Blocked,99.65.217.225,38.110.205.248,UDP,54081,HTTP Deny
2024-01-03 22:10:00,Blocked,199.248.82.141,29.220.156.116,ICMP,55428,HTTPS Allow
2024-01-03 22:11:00,Allowed,17.132.150.185,123.201.52.5,TCP,41479,FTP Allow
2024-01-03 22:12:00,Blocked,22.54.170.213,250.199.109.33,UDP,22496,HTTP Deny
2024-01-03 22:13:00,Allowed,100.84.12.233,96.83.54.150,HTTP,1175,DNS Allow
2024-01-03 22:14:00,Blocked,48.198.71.203,1.99.125.216,HTTPS,53243,ICMP Deny
2024-01-03 22:15:00,Blocked,19.115.108.208,158.85.226.181,HTTP,2995,ICMP Deny
2024-01-03 22:16:00,Blocked,196.72.200.139,24.239.88.126,TCP,23901,HTTPS Allow
2024-01-03 22:17:00,Blocked,199.187.118.247,3.25.87.20,TCP,26826,HTTP Deny
2024-01-03 22:18:00,Blocked,121.122.242.64,206.120.169.21,UDP,24038,ICMP Deny
2024-01-03 22:19:00,Blocked,209.132.48.208,115.80.239.103,UDP,55006,HTTP Deny
2024-01-03 22:20:00,Allowed,226.225.91.77,100.91.209.24,TCP,28302,ICMP Deny
2024-01-03 22:21:00,Allowed,140.60.67.67,117.73.134.33,TCP,3514,ICMP Deny
2024-01-03 22:22:00,Blocked,186.83.192.68,119.215.177.254,HTTP,1312,FTP Allow
2024-01-03 22:23:00,Allowed,194.88.77.189,16.209.12.209,ICMP,16569,HTTP Deny
2024-01-03 22:24:00,Allowed,59.88.181.216,213.219.135.96,HTTPS,57558,HTTP Deny
2024-01-03 22:25:00,Blocked,194.127.167.76,153.46.188.14,UDP,7323,ICMP Deny
2024-01-03 22:26:00,Allowed,38.145.1.80,71.69.114.66,HTTP,35915,ICMP Deny
2024-01-03 22:27:00,Allowed,229.119.35.205,45.32.170.155,TCP,32822,HTTP Deny
2024-01-03 22:28:00,Blocked,233.37.95.229,172.127.110.20,ICMP,49855,HTTPS Allow
2024-01-03 22:29:00,Allowed,115.180.60.74,177.94.216.199,TCP,7834,HTTP Deny
2024-01-03 22:30:00,Blocked,37.33.102.44,81.106.174.146,TCP,24758,HTTP Deny
2024-01-03 22:31:00,Allowed,171.105.223.74,123.170.254.31,ICMP,48793,DNS Allow
2024-01-03 22:32:00,Blocked,2.130.0.190,75.27.104.133,HTTP,46678,HTTP Deny
2024-01-03 22:33:00,Allowed,13.68.27.156,69.197.233.216,ICMP,60273,HTTPS Allow
2024-01-03 22:34:00,Blocked,137.46.28.39,169.191.107.156,TCP,64208,ICMP Deny
2024-01-03 22:35:00,Allowed,75.125.47.170,189.223.163.27,HTTPS,53196,HTTPS Allow
2024-01-03 22:36:00,Blocked,20.93.110.71,183.142.58.210,HTTPS,34949,HTTP Deny
2024-01-03 22:37:00,Allowed,99.248.27.197,217.88.135.81,ICMP,33748,FTP Allow
2024-01-03 22:38:00,Blocked,158.177.108.57,130.131.123.128,HTTP,36496,HTTPS Allow
2024-01-03 22:39:00,Blocked,6.30.179.149,177.20.239.40,HTTPS,55457,HTTPS Allow
2024-01-03 22:40:00,Blocked,41.172.248.101,36.252.164.80,TCP,42305,HTTP Deny
2024-01-03 22:41:00,Blocked,206.174.220.5,104.239.239.135,HTTP,40489,DNS Allow
2024-01-03 22:42:00,Blocked,106.113.117.16,28.209.136.36,TCP,48184,ICMP Deny
2024-01-03 22:43:00,Blocked,188.239.231.55,80.186.154.84,TCP,10282,ICMP Deny
2024-01-03 22:44:00,Blocked,104.61.80.64,229.214.109.203,TCP,47626,ICMP Deny
2024-01-03 22:45:00,Blocked,231.151.248.140,183.121.67.92,HTTP,8839,HTTPS Allow
2024-01-03 22:46:00,Blocked,136.71.97.193,220.86.122.73,HTTPS,62773,FTP Allow
2024-01-03 22:47:00,Blocked,74.168.253.29,59.152.253.65,HTTP,2050,DNS Allow
2024-01-03 22:48:00,Blocked,182.252.66.148,195.217.26.50,HTTPS,32622,HTTPS Allow
2024-01-03 22:49:00,Allowed,46.97.218.237,172.136.235.140,TCP,54306,HTTP Deny
2024-01-03 22:50:00,Blocked,71.17.185.201,164.151.186.81,TCP,20418,FTP Allow
2024-01-03 22:51:00,Allowed,79.232.103.114,252.48.54.14,UDP,40304,HTTPS Allow
2024-01-03 22:52:00,Blocked,161.4.19.141,182.198.238.240,HTTPS,61815,ICMP Deny
2024-01-03 22:53:00,Blocked,195.125.73.130,94.145.52.12,HTTP,19514,DNS Allow
2024-01-03 22:54:00,Blocked,116.7.76.82,53.246.13.211,HTTP,16549,DNS Allow
2024-01-03 22:55:00,Allowed,25.154.109.140,25.22.181.10,HTTPS,18482,DNS Allow
2024-01-03 22:56:00,Allowed,91.95.231.224,76.5.173.146,UDP,11086,FTP Allow
2024-01-03 22:57:00,Blocked,68.193.174.210,45.166.77.168,HTTP,7400,HTTP Deny
2024-01-03 22:58:00,Blocked,70.177.205.126,58.141.171.55,ICMP,63764,FTP Allow
2024-01-03 22:59:00,Blocked,60.56.109.156,27.187.202.192,UDP,42403,HTTPS Allow
2024-01-03 23:00:00,Blocked,205.123.115.163,209.201.150.157,HTTPS,11844,HTTP Deny
2024-01-03 23:01:00,Blocked,246.9.107.160,73.38.214.82,TCP,28269,DNS Allow
2024-01-03 23:02:00,Allowed,210.29.246.182,113.138.248.140,HTTPS,57852,DNS Allow
2024-01-03 23:03:00,Blocked,182.45.169.82,205.109.85.232,HTTPS,49748,HTTPS Allow
2024-01-03 23:04:00,Allowed,225.76.246.173,134.220.91.255,HTTP,33172,HTTPS Allow
2024-01-03 23:05:00,Allowed,225.253.231.147,32.56.143.153,ICMP,9029,HTTP Deny
2024-01-03 23:06:00,Allowed,3.141.225.166,0.56.223.112,UDP,62738,HTTPS Allow
2024-01-03 23:07:00,Allowed,232.182.50.109,75.142.209.138,HTTP,45701,HTTP Deny
2024-01-03 23:08:00,Blocked,77.121.98.77,213.96.144.234,HTTP,7832,HTTPS Allow
2024-01-03 23:09:00,Blocked,8.168.44.26,125.14.36.172,ICMP,59087,ICMP Deny
